seedling_stage,plant_id,date,vigor,observations,treatment,final_observation
flowering,10,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",C,
flowering,13,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change. has brown pods",C,
flowering,16,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change. has brown pods",C,
flowering,22,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",C,
flowering,27,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",C,
flowering,30,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",C,
flowering,2,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,5,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,11,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,12,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,14,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,15,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,20,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,23,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,24,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,28,6/4/20,1.5,"look a bit aged, some terminal growth has small leaves, but same on untreated plants, essentially no observable change",D,
flowering,3,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,8,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,9,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,17,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,18,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,19,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,21,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,25,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,26,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,29,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",A,
flowering,1,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,4,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,6,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,7,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,10,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,13,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,16,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,22,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,27,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,30,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",C,
flowering,2,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,5,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,11,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,12,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,14,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,15,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,20,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,23,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,24,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,28,6/7/20,1.5,"no observable differences, some fruits seems small/aborted/less seeds",D,
flowering,3,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,8,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,9,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,17,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",A,
flowering,18,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,19,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,21,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",A,
flowering,25,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,26,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,29,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",A,
flowering,1,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,4,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",C,
flowering,6,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,7,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,10,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",C,
flowering,13,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",C,
flowering,16,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",C,
flowering,22,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,27,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,30,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",C,
flowering,2,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,5,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,11,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,12,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,14,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,15,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,20,6/14/20,2,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June. more yellow/browning leaf tips",D,
flowering,23,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,24,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,28,6/14/20,1.5,"no real observable differences. newer flowers makking less fruits, older fruits plump, poss due to higher temps in May/June",D,
flowering,3,6/22/20,2,,A,
flowering,8,6/22/20,1.5,looking best (greenest),A,
flowering,9,6/22/20,2,,A,
flowering,17,6/22/20,2.5,leaves specifically browner/more finished looking,A,
flowering,18,6/22/20,2,,A,
flowering,19,6/22/20,2,,A,
flowering,21,6/22/20,2.5,leaves specifically browner/more finished looking,A,
flowering,25,6/22/20,2,,A,
flowering,26,6/22/20,2,,A,
flowering,29,6/22/20,2,,A,
flowering,1,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,4,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,6,6/22/20,2,,C,
flowering,7,6/22/20,2,,C,
flowering,10,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,13,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,16,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,22,6/22/20,2.5,leaves specifically browner/more finished looking,C,
flowering,27,6/22/20,1.5,looking best (greenest),C,
flowering,30,6/22/20,2,,C,
flowering,2,6/22/20,2,,D,
flowering,5,6/22/20,2,,D,
flowering,11,6/22/20,2,,D,
flowering,12,6/22/20,2,,D,
flowering,14,6/22/20,2,,D,
flowering,15,6/22/20,1.5,looking best (greenest),D,
flowering,20,6/22/20,1.5,looking best (greenest),D,
flowering,23,6/22/20,1.5,looking best (greenest),D,
flowering,24,6/22/20,2,,D,
flowering,28,6/22/20,2,,D,
flowering,3,6/25/20,3.5,basically finishing,A,final
flowering,8,6/25/20,3,basically finishing. greenest,A,final
flowering,9,6/25/20,3.5,basically finishing,A,final
flowering,17,6/25/20,3.5,basically finishing,A,final
flowering,18,6/25/20,3.5,basically finishing,A,final
flowering,19,6/25/20,3.5,basically finishing,A,final
flowering,21,6/25/20,3.5,basically finishing,A,final
flowering,25,6/25/20,3.5,basically finishing,A,final
flowering,26,6/25/20,3.5,basically finishing,A,final
flowering,29,6/25/20,3.5,basically finishing,A,final
flowering,1,6/25/20,3.5,basically finishing,C,final
flowering,4,6/25/20,3.5,basically finishing,C,final
flowering,6,6/25/20,3,basically finishing. greenest,C,final
flowering,7,6/25/20,3.5,basically finishing,C,final
flowering,10,6/25/20,3.5,basically finishing,C,final
flowering,13,6/25/20,3.5,basically finishing,C,final
flowering,16,6/25/20,3.5,basically finishing,C,final
flowering,22,6/25/20,3.5,basically finishing,C,final
flowering,27,6/25/20,3.5,basically finishing,C,final
flowering,30,6/25/20,3,basically finishing. greenest,C,final
flowering,2,6/25/20,3.5,basically finishing,D,final
flowering,5,6/25/20,3,basically finishing. greenest,D,final
flowering,11,6/25/20,3.5,basically finishing,D,final
flowering,12,6/25/20,3,basically finishing. greenest,D,final
flowering,14,6/25/20,3.5,basically finishing,D,final
flowering,15,6/25/20,3,basically finishing. greenest,D,final
flowering,20,6/25/20,3,basically finishing. greenest,D,final
flowering,23,6/25/20,3,basically finishing. greenest,D,final
flowering,24,6/25/20,3.5,basically finishing,D,final
flowering,28,6/25/20,3,basically finishing. greenest,D,final
